original_price,discount_percent,item_category,campaign_type,channel,hour_of_day,day_of_week,days_since_first_event,user_product_view_count,user_product_purchase_count,user_product_interaction_count,user_activity_count,item_popularity,conversion_probability,converted_predicted,user_pseudo_id,item_id
268.48,0,Sports,Category-Specific,Referral,11,Monday,23,1,0,1,29,58,0.40731415,0,user_1695,item_744
364.48,10,Electronics,Category-Specific,Social Media,19,Thursday,26,1,0,1,26,62,0.59063035,1,user_322,item_231
209.07,70,Books,First-Time Buyer,Social Media,12,Monday,22,1,0,1,30,45,0.65151983,1,user_1216,item_158
309.35,30,Beauty,Abandoned Cart Recovery,Referral,13,Tuesday,12,1,0,1,26,62,0.29177526,0,user_1898,item_231
416.71,50,Books,Abandoned Cart Recovery,Referral,11,Thursday,41,0,0,0,21,45,0.78911096,1,user_1716,item_337
341.42,50,Electronics,Category-Specific,Push Notification,14,Sunday,0,0,1,1,19,63,0.51732945,1,user_815,item_570
181.22,0,Home,Generic,Referral,10,Friday,28,0,0,0,26,40,0.34997097,0,user_1029,item_137
366.39,0,Grocery,Generic,Push Notification,9,Monday,57,0,0,0,30,58,0.25981614,0,user_1631,item_791
235.75,0,Automotive,Generic,Email,19,Saturday,36,0,0,0,29,62,0.36844105,0,user_1807,item_466
78.91,10,Toys,First-Time Buyer,Email,16,Friday,0,1,0,1,31,61,0.16526447,0,user_741,item_685
211.02,20,Sports,Generic,On-site Banner,10,Tuesday,10,1,0,1,20,47,0.43080372,0,user_554,item_456
336.37,30,Beauty,Flash Sale,Referral,10,Tuesday,7,0,1,1,23,43,0.16469075,0,user_1874,item_513
247.24,50,Beauty,Abandoned Cart Recovery,Email,11,Sunday,58,0,0,0,23,51,0.46504158,0,user_343,item_240
170.44,50,Automotive,Abandoned Cart Recovery,On-site Banner,15,Thursday,40,1,0,1,39,40,0.622243,1,user_1364,item_801
340.4,20,Books,First-Time Buyer,Email,15,Friday,56,1,0,1,17,48,0.26700476,0,user_1390,item_114
288.8,30,Toys,Generic,Push Notification,20,Monday,45,0,0,0,21,43,0.26773423,0,user_927,item_385
178.68,10,Automotive,Category-Specific,On-site Banner,19,Friday,41,0,0,0,19,64,0.27071366,0,user_1937,item_756
369.36,70,Beauty,Category-Specific,Referral,9,Thursday,53,1,0,1,37,56,0.7111148,1,user_1063,item_998
398.37,20,Automotive,Category-Specific,On-site Banner,13,Thursday,40,0,0,0,27,55,0.31100553,0,user_1509,item_16
297.32,0,Apparel,Category-Specific,Email,15,Tuesday,31,0,0,0,21,64,0.2901007,0,user_1266,item_641
262.95,10,Automotive,Category-Specific,Email,21,Monday,9,0,0,0,34,54,0.37103024,0,user_968,item_568
225.36,10,Automotive,Flash Sale,Referral,20,Friday,50,0,0,0,20,58,0.3009615,0,user_1136,item_742
189.37,10,Footwear,Generic,Email,8,Monday,22,1,0,1,25,51,0.33174893,0,user_547,item_46
59.67,30,Electronics,Category-Specific,On-site Banner,19,Wednesday,52,0,0,0,26,46,0.20096983,0,user_1038,item_396
253.39,20,Home,Abandoned Cart Recovery,Email,12,Thursday,0,0,0,0,24,48,0.4091301,0,user_1444,item_268
185.12,0,Sports,Generic,On-site Banner,8,Saturday,29,0,0,0,29,46,0.3476955,0,user_1638,item_860
34.16,0,Footwear,Abandoned Cart Recovery,Social Media,17,Sunday,51,0,0,0,23,48,0.039627906,0,user_1351,item_854
491.27,30,Toys,Generic,On-site Banner,14,Thursday,18,0,0,0,27,48,0.31636986,0,user_1228,item_948
220.58,10,Footwear,Flash Sale,Social Media,21,Friday,35,1,0,1,28,59,0.21526724,0,user_743,item_425
337.15,0,Books,Abandoned Cart Recovery,Social Media,8,Sunday,16,0,0,0,28,45,0.30210367,0,user_1125,item_418
363.64,30,Toys,Abandoned Cart Recovery,Push Notification,8,Sunday,0,1,0,1,25,43,0.4292753,0,user_547,item_385
498.88,50,Footwear,Flash Sale,Social Media,17,Sunday,8,0,0,0,21,50,0.17850982,0,user_219,item_365
344.14,20,Grocery,Flash Sale,Referral,17,Friday,47,0,0,0,29,47,0.36815333,0,user_676,item_493
266.84,0,Electronics,Category-Specific,On-site Banner,8,Thursday,20,1,0,1,28,54,0.29449415,0,user_1856,item_840
312.92,50,Electronics,Category-Specific,Social Media,9,Tuesday,4,0,0,0,24,59,0.7685915,1,user_1815,item_694
461.99,0,Apparel,Category-Specific,Push Notification,9,Tuesday,38,0,0,0,25,49,0.4040947,0,user_1765,item_613
308.75,0,Automotive,Category-Specific,On-site Banner,20,Monday,45,1,0,1,24,41,0.27804956,0,user_511,item_912
138.83,20,Books,Abandoned Cart Recovery,Email,20,Friday,6,0,0,0,35,64,0.25567535,0,user_479,item_152
291.44,30,Toys,Abandoned Cart Recovery,Social Media,14,Sunday,35,0,0,0,24,65,0.45345676,0,user_833,item_250
405.99,70,Books,Flash Sale,Email,14,Thursday,32,0,0,0,20,64,0.7738511,1,user_1292,item_679
462.26,20,Books,Flash Sale,Referral,14,Wednesday,0,0,0,0,21,61,0.36565337,0,user_1804,item_983
198.88,30,Footwear,Generic,On-site Banner,12,Friday,47,0,1,1,31,45,0.40632865,0,user_1407,item_296
339.83,0,Sports,Category-Specific,Push Notification,16,Monday,0,0,0,0,26,58,0.30060384,0,user_902,item_25
135.96,30,Apparel,Category-Specific,On-site Banner,21,Sunday,37,0,0,0,34,56,0.63396686,1,user_924,item_460
417.45,20,Beauty,First-Time Buyer,Referral,19,Tuesday,2,0,0,0,30,62,0.17563881,0,user_1179,item_909
478.56,0,Grocery,Flash Sale,Social Media,14,Wednesday,54,1,0,1,31,44,0.4288238,0,user_1030,item_217
338.85,30,Home,Abandoned Cart Recovery,On-site Banner,15,Sunday,26,0,0,0,25,54,0.38334078,0,user_1149,item_840
299.84,0,Footwear,First-Time Buyer,Email,10,Friday,14,0,0,0,28,45,0.5100487,1,user_1841,item_608
323.99,30,Toys,First-Time Buyer,Push Notification,16,Friday,32,0,0,0,25,57,0.33173332,0,user_528,item_762
455.28,70,Beauty,Abandoned Cart Recovery,Referral,17,Friday,35,0,0,0,34,49,0.74761766,1,user_393,item_970
179.76,70,Toys,Abandoned Cart Recovery,Referral,21,Thursday,54,1,0,1,14,47,0.4821805,0,user_1542,item_421
236.26,0,Grocery,Abandoned Cart Recovery,Social Media,21,Thursday,48,1,0,1,27,55,0.34165737,0,user_735,item_379
352.99,30,Electronics,Category-Specific,Push Notification,9,Friday,45,1,0,1,31,46,0.18594395,0,user_1325,item_709
137.07,0,Toys,Flash Sale,On-site Banner,12,Friday,42,0,0,0,29,53,0.26793706,0,user_944,item_687
145.03,30,Apparel,Category-Specific,Social Media,17,Sunday,15,0,0,0,34,62,0.55146706,1,user_1986,item_909
229.53,0,Sports,Flash Sale,Email,14,Monday,50,1,0,1,17,53,0.26097313,0,user_1053,item_195
181.27,30,Beauty,Abandoned Cart Recovery,Social Media,13,Monday,59,0,0,0,20,43,0.34229717,0,user_1641,item_866
178.26,0,Books,Flash Sale,Push Notification,16,Friday,44,1,0,1,33,57,0.2127512,0,user_1324,item_388
67.21,20,Apparel,Category-Specific,Referral,9,Tuesday,2,0,1,1,18,45,0.19082531,0,user_1413,item_337
26.96,0,Home,First-Time Buyer,Referral,14,Monday,24,0,0,0,22,56,0.31264076,0,user_1675,item_667
415.43,20,Books,Abandoned Cart Recovery,Email,12,Sunday,0,1,0,1,30,46,0.36796737,0,user_1943,item_824
289.49,20,Toys,First-Time Buyer,Push Notification,10,Sunday,30,0,0,0,25,58,0.42386165,0,user_294,item_696
27.8,30,Grocery,Category-Specific,Referral,12,Sunday,44,0,0,0,27,47,0.29086682,0,user_1486,item_743
209.71,0,Home,Abandoned Cart Recovery,Referral,8,Monday,23,1,0,1,21,49,0.50792295,1,user_555,item_904
340.78,0,Home,Generic,Social Media,12,Thursday,13,0,0,0,34,60,0.2600066,0,user_1333,item_924
398.05,30,Sports,Abandoned Cart Recovery,Push Notification,19,Monday,5,1,0,1,19,57,0.3309958,0,user_1545,item_95
443.35,30,Toys,Category-Specific,Push Notification,12,Sunday,13,1,0,1,29,49,0.46822733,0,user_1233,item_242
277.82,50,Books,Category-Specific,Push Notification,20,Thursday,4,0,0,0,20,41,0.6713493,1,user_7,item_853
232.57,70,Electronics,Category-Specific,Push Notification,16,Wednesday,54,0,0,0,25,54,0.59992284,1,user_1592,item_754
192.7,10,Home,Flash Sale,On-site Banner,11,Monday,51,0,0,0,31,58,0.26455495,0,user_1113,item_791
88.46,20,Footwear,Abandoned Cart Recovery,Email,18,Thursday,54,1,0,1,32,50,0.5205821,1,user_1061,item_238
72.29,20,Sports,Flash Sale,Email,16,Tuesday,32,0,0,0,39,64,0.34957513,0,user_614,item_201
35.4,0,Automotive,Abandoned Cart Recovery,Push Notification,17,Monday,30,1,0,1,27,63,0.15524675,0,user_754,item_752
346.04,10,Home,First-Time Buyer,Referral,19,Sunday,0,1,0,1,24,55,0.25307387,0,user_414,item_162
51.13,10,Apparel,Category-Specific,Email,15,Friday,0,0,0,0,22,49,0.3149123,0,user_671,item_900
145.29,20,Apparel,Category-Specific,Social Media,15,Friday,0,0,0,0,28,53,0.5417335,1,user_85,item_55
424.15,20,Apparel,Category-Specific,Referral,14,Friday,44,1,0,1,21,43,0.42851236,0,user_1810,item_411
294.14,50,Footwear,Category-Specific,Referral,13,Monday,54,0,0,0,25,54,0.705847,1,user_216,item_806
314.65,20,Grocery,Category-Specific,Referral,11,Sunday,23,1,0,1,24,50,0.28629988,0,user_1733,item_277
82.85,20,Books,Flash Sale,Social Media,11,Monday,37,0,0,0,29,43,0.42912558,0,user_1913,item_732
422.16,10,Automotive,Flash Sale,On-site Banner,18,Sunday,34,1,0,1,31,58,0.32079563,0,user_920,item_863
414.97,0,Automotive,Generic,On-site Banner,11,Saturday,21,1,0,1,33,52,0.3157378,0,user_188,item_103
492.62,30,Toys,Generic,Social Media,16,Saturday,29,0,0,0,23,45,0.27578634,0,user_349,item_289
192.08,20,Grocery,Category-Specific,Email,14,Saturday,29,1,0,1,22,60,0.25884616,0,user_1586,item_837
338.05,30,Electronics,Category-Specific,Push Notification,14,Wednesday,40,1,0,1,25,60,0.27032036,0,user_366,item_91
414.12,20,Electronics,Category-Specific,Email,17,Monday,44,1,0,1,20,40,0.42905322,0,user_438,item_575
308.75,10,Grocery,Abandoned Cart Recovery,Push Notification,8,Monday,23,0,0,0,26,33,0.25401327,0,user_960,item_976
219.47,10,Sports,Flash Sale,Email,20,Saturday,21,1,0,1,27,45,0.4217948,0,user_1275,item_778
402.67,10,Toys,Flash Sale,Push Notification,18,Tuesday,22,0,1,1,27,49,0.30521056,0,user_1947,item_246
297.2,10,Home,First-Time Buyer,On-site Banner,8,Tuesday,47,0,0,0,18,54,0.13219094,0,user_1507,item_609
178.49,50,Home,Abandoned Cart Recovery,Email,15,Wednesday,53,0,0,0,40,48,0.8007207,1,user_207,item_533
358.72,30,Electronics,Category-Specific,Referral,19,Friday,0,1,0,1,16,56,0.04741041,0,user_1982,item_434
132.28,0,Footwear,Flash Sale,Email,13,Sunday,57,0,0,0,33,52,0.18414995,0,user_1198,item_733
430.69,20,Grocery,First-Time Buyer,Email,19,Friday,0,0,0,0,20,54,0.4167643,0,user_952,item_977
109.86,30,Books,First-Time Buyer,On-site Banner,21,Sunday,37,1,0,1,22,56,0.5227111,1,user_1972,item_283
326.26,50,Automotive,Flash Sale,Social Media,9,Wednesday,50,0,0,0,21,54,0.65683746,1,user_1979,item_288
215.94,10,Toys,Abandoned Cart Recovery,Social Media,13,Friday,0,1,0,1,23,48,0.33035395,0,user_474,item_413
327.52,20,Toys,Generic,Referral,21,Tuesday,25,1,0,1,31,50,0.33612993,0,user_54,item_878
371.25,70,Grocery,Category-Specific,Email,10,Saturday,50,1,0,1,32,58,0.7124237,1,user_1879,item_80
372.03,0,Grocery,Abandoned Cart Recovery,Referral,13,Monday,45,0,0,0,17,40,0.2006523,0,user_51,item_128
429.5,10,Footwear,Category-Specific,Push Notification,11,Thursday,4,0,0,0,29,58,0.40145773,0,user_1477,item_705
347.67,50,Automotive,Flash Sale,Social Media,17,Tuesday,50,0,0,0,26,41,0.77706057,1,user_1231,item_653
223.34,0,Beauty,Generic,Referral,8,Tuesday,36,1,0,1,18,48,0.21115936,0,user_610,item_834
172.07,50,Sports,Flash Sale,Email,17,Wednesday,4,0,0,0,30,55,0.8528475,1,user_1047,item_181
242.53,20,Home,Generic,Push Notification,8,Tuesday,11,0,0,0,23,63,0.22266681,0,user_1606,item_570
432.75,0,Automotive,Flash Sale,Email,21,Wednesday,23,0,0,0,23,42,0.09229009,0,user_1482,item_511
211.94,20,Home,Abandoned Cart Recovery,Push Notification,10,Thursday,17,1,0,1,21,45,0.37921208,0,user_836,item_515
247.62,20,Beauty,Flash Sale,Push Notification,18,Thursday,39,0,0,0,22,41,0.34683976,0,user_1997,item_34
185.07,20,Home,Abandoned Cart Recovery,Email,8,Sunday,27,0,0,0,23,59,0.48512107,0,user_303,item_12
190.37,20,Grocery,Flash Sale,Social Media,11,Monday,30,1,0,1,22,43,0.52670187,1,user_1622,item_866
139.22,10,Grocery,Flash Sale,Push Notification,13,Wednesday,25,0,0,0,19,36,0.36825123,0,user_1522,item_741
41.59,50,Home,Flash Sale,Referral,21,Sunday,55,1,0,1,30,57,0.70010215,1,user_548,item_149
65.55,10,Electronics,Category-Specific,Referral,19,Wednesday,11,1,0,1,20,57,0.33715624,0,user_1194,item_328
208.71,20,Automotive,Category-Specific,Push Notification,17,Saturday,29,1,0,1,15,53,0.20489979,0,user_866,item_195
323.52,0,Grocery,Abandoned Cart Recovery,Push Notification,19,Thursday,19,1,0,1,24,42,0.30436942,0,user_1117,item_941
162.26,30,Toys,Generic,Email,19,Saturday,46,1,0,1,31,43,0.26332882,0,user_1471,item_880
348.14,0,Grocery,First-Time Buyer,Push Notification,8,Wednesday,46,1,0,1,34,39,0.46030876,0,user_1055,item_295
186.86,10,Home,Flash Sale,On-site Banner,19,Saturday,11,1,0,1,32,52,0.2229592,0,user_302,item_971
200.1,0,Sports,Category-Specific,Social Media,21,Thursday,22,1,0,1,25,41,0.5488327,1,user_81,item_912
99.32,20,Grocery,Flash Sale,Push Notification,12,Thursday,32,0,0,0,17,55,0.29906794,0,user_319,item_926
202.89,10,Grocery,Category-Specific,Social Media,16,Wednesday,4,1,0,1,28,49,0.36813784,0,user_1624,item_819
69.19,20,Books,First-Time Buyer,Email,19,Friday,46,1,0,1,23,59,0.32612848,0,user_1400,item_362
85.31,50,Automotive,Generic,Push Notification,18,Friday,15,1,0,1,25,49,0.7424505,1,user_518,item_514
125.81,0,Toys,Generic,Social Media,20,Sunday,0,0,0,0,20,55,0.29003054,0,user_41,item_492
386.92,10,Beauty,Flash Sale,Referral,16,Sunday,56,0,0,0,17,41,0.20856403,0,user_1053,item_282
53.34,50,Apparel,Category-Specific,On-site Banner,17,Saturday,39,0,0,0,28,43,0.83659095,1,user_757,item_501
23.96,20,Footwear,First-Time Buyer,Social Media,9,Thursday,32,0,0,0,27,71,0.09634934,0,user_949,item_990
110.39,0,Electronics,Category-Specific,On-site Banner,21,Saturday,14,0,0,0,27,64,0.45155594,0,user_1892,item_641
329.58,10,Books,Flash Sale,Email,14,Tuesday,12,0,0,0,18,45,0.4436887,0,user_504,item_485
380.65,50,Toys,Generic,Referral,13,Sunday,34,0,0,0,27,47,0.8145209,1,user_66,item_907
112.77,30,Beauty,First-Time Buyer,On-site Banner,21,Saturday,52,1,0,1,26,51,0.3682532,0,user_149,item_18
275.3,0,Home,Generic,Social Media,21,Monday,22,0,0,0,23,44,0.16925718,0,user_1632,item_529
152.92,10,Footwear,Generic,Push Notification,19,Friday,0,1,0,1,20,43,0.3175031,0,user_503,item_732
385.16,20,Automotive,First-Time Buyer,Social Media,13,Thursday,33,1,0,1,21,51,0.45605102,0,user_1327,item_673
460.2,70,Apparel,Category-Specific,On-site Banner,13,Saturday,29,1,0,1,30,63,0.7464285,1,user_620,item_879
361.29,20,Apparel,Category-Specific,Email,11,Friday,43,0,0,0,29,58,0.2842792,0,user_11,item_742
444.42,20,Toys,Abandoned Cart Recovery,On-site Banner,10,Saturday,43,1,0,1,30,41,0.22549452,0,user_620,item_481
181.28,0,Toys,Abandoned Cart Recovery,Referral,10,Monday,24,0,0,0,25,54,0.49138165,0,user_1543,item_568
352.78,20,Home,Generic,Email,13,Sunday,30,0,0,0,37,52,0.37591046,0,user_746,item_103
405.28,10,Books,First-Time Buyer,Email,18,Sunday,51,1,0,1,22,50,0.51240116,1,user_1008,item_255
222.43,30,Toys,Flash Sale,Email,12,Wednesday,23,1,0,1,26,53,0.2870827,0,user_1231,item_33
204.5,0,Automotive,Flash Sale,On-site Banner,10,Monday,17,0,0,0,29,61,0.25305215,0,user_1638,item_62
227.69,10,Beauty,Flash Sale,Email,10,Thursday,54,0,0,0,23,44,0.22444691,0,user_1715,item_516
163.76,10,Footwear,Flash Sale,Push Notification,12,Tuesday,17,0,0,0,27,57,0.3157218,0,user_680,item_520
414.66,10,Sports,Flash Sale,Social Media,12,Monday,8,1,0,1,25,57,0.46577355,0,user_223,item_762
54.67,30,Footwear,Generic,Email,8,Wednesday,17,0,0,0,27,48,0.31856766,0,user_1499,item_370
368.04,10,Books,Generic,On-site Banner,12,Friday,24,1,0,1,28,55,0.31063095,0,user_1263,item_761
102.11,0,Footwear,First-Time Buyer,Push Notification,10,Tuesday,53,0,0,0,24,62,0.36452177,0,user_1280,item_946
101.66,30,Home,Generic,Referral,21,Monday,2,1,0,1,28,58,0.21369405,0,user_830,item_861
82.89,0,Electronics,Category-Specific,Email,8,Wednesday,28,0,0,0,21,50,0.40193486,0,user_1804,item_686
408.53,10,Toys,Flash Sale,Email,13,Monday,30,0,0,0,28,52,0.39746118,0,user_1265,item_117
160.6,10,Automotive,Generic,Email,19,Saturday,14,0,0,0,28,45,0.3257137,0,user_1265,item_123
274.43,20,Sports,Flash Sale,Referral,19,Saturday,21,0,0,0,29,48,0.23170938,0,user_1987,item_99
180.04,0,Grocery,Generic,Social Media,8,Saturday,36,1,0,1,26,59,0.20903546,0,user_1373,item_367
109.43,30,Sports,Generic,On-site Banner,10,Thursday,27,1,0,1,22,55,0.43490204,0,user_1974,item_187
448.53,30,Beauty,Generic,Push Notification,15,Wednesday,40,0,0,0,26,61,0.2955817,0,user_1419,item_597
400.99,10,Grocery,Generic,Email,10,Saturday,29,0,0,0,19,52,0.21168177,0,user_487,item_639
89.56,0,Toys,First-Time Buyer,Push Notification,15,Sunday,51,1,0,1,31,50,0.2970089,0,user_954,item_707
154.94,10,Grocery,Category-Specific,Email,8,Tuesday,10,1,0,1,32,54,0.2822473,0,user_687,item_609
164.58,20,Apparel,Category-Specific,Email,10,Tuesday,51,1,0,1,20,57,0.24088576,0,user_1842,item_762
376.74,50,Toys,First-Time Buyer,Social Media,20,Sunday,8,1,0,1,27,50,0.7941348,1,user_680,item_222
469.07,20,Electronics,Category-Specific,Email,13,Thursday,12,1,0,1,23,49,0.41164973,0,user_1323,item_514
289.26,20,Books,Category-Specific,Email,14,Sunday,15,0,1,1,27,41,0.43200308,0,user_997,item_684
194.75,10,Books,Generic,Referral,12,Thursday,18,0,0,0,27,42,0.49510357,0,user_189,item_467
409.2,0,Apparel,Category-Specific,Email,13,Monday,3,1,0,1,17,50,0.2429289,0,user_1181,item_238
189.43,30,Grocery,First-Time Buyer,On-site Banner,21,Wednesday,32,1,0,1,18,56,0.25042108,0,user_613,item_354
220.6,20,Beauty,Generic,Push Notification,20,Thursday,33,1,0,1,29,50,0.3534496,0,user_712,item_793
496.21,20,Sports,Abandoned Cart Recovery,Referral,11,Wednesday,33,1,0,1,27,44,0.340812,0,user_495,item_535
208.21,30,Toys,First-Time Buyer,Email,8,Tuesday,25,1,0,1,26,64,0.11321741,0,user_1844,item_393
424.44,0,Grocery,Flash Sale,On-site Banner,17,Monday,10,0,0,0,31,56,0.28390908,0,user_1998,item_434
117.72,50,Beauty,Category-Specific,Email,11,Sunday,8,0,0,0,19,44,0.71849245,1,user_1899,item_419
222.57,70,Automotive,Abandoned Cart Recovery,Email,16,Saturday,14,0,0,0,32,58,0.7256542,1,user_1071,item_25
99.55,30,Home,Category-Specific,On-site Banner,14,Wednesday,31,1,0,1,19,66,0.3470957,0,user_815,item_718
258.56,0,Beauty,Flash Sale,On-site Banner,11,Sunday,34,0,0,0,25,50,0.32086828,0,user_305,item_793
432.79,0,Grocery,First-Time Buyer,Referral,13,Monday,44,0,0,0,28,50,0.33212224,0,user_1603,item_148
77.17,20,Sports,Abandoned Cart Recovery,On-site Banner,18,Friday,47,0,0,0,30,52,0.25137106,0,user_1914,item_249
57.21,0,Apparel,Category-Specific,Social Media,16,Wednesday,25,0,0,0,22,48,0.15940148,0,user_1817,item_278
83.02,0,Automotive,Category-Specific,Referral,10,Sunday,27,0,0,0,26,45,0.40627906,0,user_1633,item_159
218.67,30,Footwear,Flash Sale,Email,16,Wednesday,47,1,0,1,29,42,0.52010596,1,user_1906,item_882
353.24,10,Sports,First-Time Buyer,Push Notification,11,Wednesday,32,1,0,1,32,34,0.16435964,0,user_111,item_470
77.11,0,Home,Generic,On-site Banner,13,Wednesday,47,0,0,0,26,58,0.17812738,0,user_1311,item_8
197.78,10,Toys,Flash Sale,Push Notification,9,Saturday,15,0,0,0,25,44,0.51003337,1,user_1587,item_734
462.85,50,Beauty,Generic,On-site Banner,12,Saturday,41,0,0,0,22,33,0.430323,0,user_411,item_58
386.49,10,Apparel,Category-Specific,Referral,15,Tuesday,4,0,0,0,31,36,0.31082454,0,user_1684,item_143
415.14,50,Home,Category-Specific,Email,20,Thursday,12,0,0,0,23,57,0.49900573,0,user_899,item_279
163.27,30,Home,Category-Specific,Social Media,8,Saturday,34,0,0,0,23,50,0.4389519,0,user_854,item_958
346.18,10,Home,Abandoned Cart Recovery,Referral,17,Thursday,55,0,1,1,22,58,0.42727935,0,user_700,item_57
52.11,0,Books,Category-Specific,Email,9,Saturday,42,0,0,0,25,46,0.3228416,0,user_1260,item_409
99.02,20,Home,Category-Specific,Social Media,16,Thursday,48,1,0,1,26,51,0.37207898,0,user_1887,item_910
428.3,50,Sports,Generic,Email,15,Saturday,12,1,0,1,14,41,0.54314744,1,user_1455,item_905
159.42,10,Toys,Category-Specific,Email,19,Thursday,19,0,0,0,20,42,0.2448352,0,user_692,item_65
292.56,20,Sports,Flash Sale,On-site Banner,10,Sunday,15,0,0,0,36,46,0.45914185,0,user_4,item_409
311.76,20,Toys,First-Time Buyer,Social Media,18,Friday,55,0,0,0,28,59,0.35613886,0,user_245,item_780
410.51,30,Electronics,Category-Specific,On-site Banner,15,Friday,52,0,0,0,25,51,0.26008928,0,user_160,item_500
330.19,0,Books,First-Time Buyer,Push Notification,11,Sunday,44,1,0,1,27,57,0.43281487,0,user_278,item_483
266.39,20,Footwear,Abandoned Cart Recovery,Social Media,20,Friday,0,1,0,1,33,49,0.51765215,1,user_1097,item_827
405.75,20,Footwear,Abandoned Cart Recovery,Push Notification,9,Friday,12,0,0,0,26,41,0.5037648,1,user_258,item_645
22.96,50,Footwear,First-Time Buyer,Referral,14,Thursday,19,0,1,1,36,47,0.48042947,0,user_46,item_431
294.3,10,Beauty,First-Time Buyer,Social Media,8,Thursday,54,1,0,1,35,40,0.39081937,0,user_742,item_135
89.48,20,Books,Generic,Social Media,17,Thursday,48,0,0,0,39,47,0.21049388,0,user_614,item_573
289.31,20,Books,Flash Sale,Social Media,21,Sunday,51,1,0,1,27,67,0.57150656,1,user_980,item_293
233.03,50,Electronics,Category-Specific,Social Media,13,Thursday,55,0,0,0,23,56,0.7843153,1,user_1415,item_473
102.51,50,Footwear,Abandoned Cart Recovery,On-site Banner,9,Sunday,2,0,0,0,29,59,0.64218277,1,user_1157,item_690
39.55,50,Electronics,Category-Specific,Social Media,17,Friday,55,1,0,1,26,49,0.6322797,1,user_5,item_979
415.49,50,Automotive,Flash Sale,Email,16,Thursday,55,1,0,1,27,48,0.6834392,1,user_793,item_671
176.13,30,Electronics,Category-Specific,Push Notification,18,Thursday,55,1,0,1,30,46,0.54761314,1,user_1832,item_557
181.89,10,Sports,Flash Sale,Email,13,Monday,51,0,0,0,28,44,0.4762412,0,user_644,item_56
436.91,50,Books,Flash Sale,Social Media,16,Friday,47,0,0,0,32,44,0.7447159,1,user_116,item_364
309.0,50,Footwear,Flash Sale,Email,17,Wednesday,33,1,0,1,34,43,0.8336319,1,user_1287,item_435
275.75,30,Toys,Generic,On-site Banner,18,Sunday,2,1,0,1,28,60,0.27527446,0,user_599,item_837
437.26,50,Grocery,Flash Sale,On-site Banner,18,Saturday,1,0,0,0,34,47,0.70874536,1,user_393,item_781
276.67,50,Automotive,Flash Sale,Referral,12,Monday,38,1,0,1,20,45,0.82743704,1,user_347,item_553
273.37,30,Toys,Category-Specific,Referral,8,Thursday,29,0,0,0,23,52,0.22737402,0,user_1506,item_352
367.33,0,Apparel,Category-Specific,Email,17,Friday,14,0,0,0,26,45,0.49405736,0,user_1029,item_158
251.0,50,Electronics,Category-Specific,On-site Banner,14,Thursday,23,0,0,0,29,61,0.7390196,1,user_489,item_662
433.22,20,Grocery,First-Time Buyer,Push Notification,11,Tuesday,18,0,0,0,34,48,0.468935,0,user_393,item_245
143.92,70,Sports,Abandoned Cart Recovery,Push Notification,16,Thursday,12,1,0,1,29,33,0.36751816,0,user_794,item_976
330.76,50,Sports,Flash Sale,Email,11,Monday,3,1,0,1,23,53,0.749779,1,user_287,item_474
296.95,50,Books,Abandoned Cart Recovery,Push Notification,19,Sunday,23,1,0,1,20,60,0.7688133,1,user_1488,item_896
167.98,20,Automotive,Abandoned Cart Recovery,Referral,10,Sunday,35,0,0,0,37,39,0.2992213,0,user_1735,item_322
429.68,10,Automotive,Category-Specific,Social Media,11,Saturday,18,1,0,1,28,45,0.30468062,0,user_22,item_232
133.01,50,Electronics,Category-Specific,Social Media,8,Friday,42,0,0,0,22,51,0.6718255,1,user_1539,item_130
203.36,0,Automotive,Flash Sale,Referral,14,Sunday,46,1,0,1,18,53,0.258588,0,user_1530,item_767
332.08,0,Beauty,Category-Specific,Email,21,Saturday,0,1,0,1,18,61,0.105597354,0,user_1511,item_597
308.31,30,Home,Category-Specific,Referral,11,Wednesday,37,1,0,1,26,43,0.32071388,0,user_654,item_385
123.57,30,Footwear,Generic,Push Notification,11,Thursday,20,1,0,1,29,37,0.6845076,1,user_944,item_243
341.96,30,Footwear,Category-Specific,On-site Banner,17,Wednesday,54,0,0,0,28,55,0.24490917,0,user_1841,item_92
120.56,10,Grocery,Category-Specific,Push Notification,19,Monday,59,1,0,1,21,49,0.27067655,0,user_630,item_695
494.88,20,Automotive,First-Time Buyer,Push Notification,8,Sunday,7,0,0,0,22,42,0.1456124,0,user_921,item_311
198.41,0,Electronics,Category-Specific,Email,17,Wednesday,33,0,0,0,33,63,0.33859545,0,user_1565,item_505
127.02,0,Grocery,First-Time Buyer,Social Media,20,Tuesday,11,0,0,0,29,50,0.38183054,0,user_384,item_818
187.28,0,Toys,Generic,On-site Banner,20,Wednesday,54,1,0,1,34,53,0.34105843,0,user_672,item_623
227.87,10,Beauty,Category-Specific,On-site Banner,16,Tuesday,53,0,0,0,31,45,0.24326602,0,user_118,item_737
114.81,0,Apparel,Category-Specific,Email,10,Saturday,55,1,0,1,20,54,0.23303315,0,user_1018,item_306
147.61,30,Books,Category-Specific,Social Media,16,Tuesday,39,0,0,0,27,58,0.48641318,0,user_1098,item_172
335.65,50,Grocery,Generic,Push Notification,16,Thursday,5,1,0,1,25,38,0.7918893,1,user_1875,item_893
211.43,20,Books,Abandoned Cart Recovery,Referral,18,Friday,8,0,1,1,21,61,0.20578504,0,user_12,item_133
